Customer ID,Monetary,Frequency,Recency,Tenure,is_churned,Country_Belgium,Country_France,Country_Germany,Country_Netherlands,Country_Other,Country_Portugal,Country_Spain,Country_Sweden,Country_Switzerland,Country_United Kingdom
12473,1175.75,2,24,101,0,False,False,True,False,False,False,False,False,False,False
12474,9410.72,26,8,576,0,False,False,True,False,False,False,False,False,False,False
12475,426.26,1,319,319,0,False,False,True,False,False,False,False,False,False,False
12476,10459.16,18,50,411,0,False,False,True,False,False,False,False,False,False,False
12477,15890.66,6,10,532,0,False,False,True,False,False,False,False,False,False,False
12480,4328.17,6,52,416,0,False,False,True,False,False,False,False,False,False,False
12481,10690.95,13,89,516,0,False,False,True,False,False,False,False,False,False,False
12482,23691.4,29,485,563,1,False,False,False,False,False,False,False,True,False,False
12483,4236.26,17,8,586,0,False,False,False,False,False,False,False,True,False,False
12484,5485.43,10,10,590,0,False,False,False,False,False,False,True,False,False,False
12485,708.1,1,438,438,1,False,False,False,False,False,False,False,True,False,False
12486,1037.28,1,341,341,1,False,False,False,False,False,False,False,True,False,False
12487,285.3,1,640,640,1,False,False,False,False,False,False,False,True,False,False
12489,334.93,1,245,245,1,False,True,False,False,False,False,False,False,False,False
12490,7958.3,17,2,647,0,False,True,False,False,False,False,False,False,False,False
12492,578.39,2,14,312,0,False,False,True,False,False,False,False,False,False,False
12493,433.74,2,75,106,1,False,True,False,False,False,False,False,False,False,False
12494,1438.03,7,71,485,0,False,True,False,False,False,False,False,False,False,False
12495,357.4,1,550,550,1,False,False,False,False,False,False,False,True,False,False
12496,45.34,2,529,529,1,False,False,False,False,False,False,True,False,False,False
12497,5205.400000000001,2,310,554,0,False,False,True,False,False,False,False,False,False,False
12499,393.72,1,469,469,1,False,False,True,False,False,False,False,False,False,False
12500,3471.23,14,16,582,0,False,False,True,False,False,False,False,False,False,False
12501,2169.39,1,246,246,1,False,False,True,False,False,False,False,False,False,False
12502,3723.87,5,5,219,1,False,False,False,False,False,False,True,False,False,False
12503,1126.0,1,493,493,1,False,False,False,False,False,False,True,False,False,False
12504,297.0,2,326,506,0,False,False,True,False,False,False,False,False,False,False
12505,955.2,1,318,318,1,False,False,False,False,True,False,False,False,False,False
12506,73.5,1,142,142,1,False,True,False,False,False,False,False,False,False,False
12507,1844.06,4,43,494,1,False,False,False,False,False,False,True,False,False,False
12509,176.5,1,193,193,1,False,True,False,False,False,False,False,False,False,False
12510,5178.02,9,52,644,1,False,False,False,False,False,False,True,False,False,False
12511,3084.02,1,338,338,1,False,False,False,False,True,False,False,False,False,False
12513,612.29,1,22,22,1,False,True,False,False,False,False,False,False,False,False
12514,1597.76,2,176,551,1,False,False,False,False,True,False,False,False,False,False
12515,383.7,1,262,262,1,False,False,False,False,True,False,False,False,False,False
12516,1919.76,3,90,508,0,False,False,True,False,False,False,False,False,False,False
12517,1521.45,2,35,99,0,False,False,True,False,False,False,False,False,False,False
12518,324.83,1,19,19,0,False,False,True,False,False,False,False,False,False,False
12519,385.70000000000005,1,386,386,0,False,False,True,False,False,False,False,False,False,False
12520,2045.85,4,51,183,0,False,False,True,False,False,False,False,False,False,False
12521,599.68,1,52,52,1,False,False,True,False,False,False,False,False,False,False
12523,3580.33,19,17,641,0,False,True,False,False,False,False,False,False,False,False
12524,9762.87,15,71,578,0,False,False,True,False,False,False,False,False,False,False
12525,973.73,3,407,556,1,False,True,False,False,False,False,False,False,False,False
12526,520.3,1,3,3,0,False,False,True,False,False,False,False,False,False,False
12527,671.72,4,204,438,0,False,False,True,False,False,False,False,False,False,False
12528,1287.37,4,24,222,0,False,False,True,False,False,False,False,False,False,False
12529,316.48,1,437,437,1,False,True,False,False,False,False,False,False,False,False
12530,3318.63,8,33,551,0,False,False,True,False,False,False,False,False,False,False
12531,1807.98,1,595,595,0,False,False,True,False,False,False,False,False,False,False
12533,1367.89,2,537,648,1,False,False,True,False,False,False,False,False,False,False
12534,1089.18,1,40,40,1,False,False,True,False,False,False,False,False,False,False
12535,716.35,2,1,96,1,False,True,False,False,False,False,False,False,False,False
12537,732.94,1,318,318,1,False,False,False,False,False,False,False,True,False,False
12538,276.5,1,287,287,0,False,False,False,False,False,False,True,False,False,False
12539,10164.09,6,171,625,0,False,False,False,False,False,False,True,False,False,False
12540,18101.11,27,1,641,0,False,False,False,False,False,False,True,False,False,False
12541,536.14,2,82,190,0,False,False,False,False,False,False,True,False,False,False
12542,481.88,2,393,549,1,False,False,False,False,False,False,True,False,False,False
12543,980.25,1,357,357,1,False,False,False,False,False,False,True,False,False,False
12545,628.15,1,169,169,0,False,False,False,False,False,False,True,False,False,False
12547,383.58,3,107,409,1,False,False,False,False,False,False,True,False,False,False
12548,95.19999999999999,1,75,75,1,False,False,False,False,False,False,True,False,False,False
12549,1575.68,6,485,607,1,False,False,False,False,True,False,False,False,False,False
12551,168.0,1,267,267,1,False,False,False,False,False,False,True,False,False,False
12553,3336.06,9,19,332,0,False,True,False,False,False,False,False,False,False,False
12554,468.5,1,358,358,1,False,False,False,False,False,False,True,False,False,False
12555,129.23,1,591,591,1,False,False,False,False,False,False,True,False,False,False
12556,308.75,1,60,60,0,False,False,False,False,False,False,True,False,False,False
12557,15106.14,7,67,632,0,False,False,False,False,False,False,True,False,False,False
12559,561.71,2,220,229,1,False,False,True,False,False,False,False,False,False,False
12560,1436.31,2,21,52,0,False,False,True,False,False,False,False,False,False,False
12561,238.85,1,212,212,1,False,False,True,False,False,False,False,False,False,False
12562,2790.41,5,36,344,0,False,True,False,False,False,False,False,False,False,False
12563,249.24,1,318,318,1,False,False,False,False,True,False,False,False,False,False
12564,456.90000000000003,1,170,170,1,False,True,False,False,False,False,False,False,False,False
12565,145.92000000000002,1,198,198,1,False,False,False,False,True,False,False,False,False,False
12567,10216.18,14,5,576,0,False,True,False,False,False,False,False,False,False,False
12568,70.0,1,554,554,1,False,False,True,False,False,False,False,False,False,False
12569,2167.6800000000003,15,1,161,0,False,False,True,False,False,False,False,False,False,False
12570,77.52,1,591,591,1,False,False,False,False,False,False,True,False,False,False
12571,248.35,1,31,31,0,False,True,False,False,False,False,False,False,False,False
12573,717.41,5,136,374,1,False,True,False,False,False,False,False,False,False,False
12574,218.45000000000002,1,225,225,1,False,True,False,False,False,False,False,False,False,False
12575,622.82,2,366,436,1,False,True,False,False,False,False,False,False,False,False
12576,1763.44,7,5,435,0,False,False,False,False,True,False,False,False,False,False
12577,1186.3899999999999,6,268,645,0,False,True,False,False,False,False,False,False,False,False
12578,3456.6,3,239,353,0,False,False,False,False,True,False,False,False,False,False
12580,1052.9,2,156,486,1,False,False,True,False,False,False,False,False,False,False
12582,1980.4,4,148,487,1,False,False,False,False,True,False,False,False,False,False
12583,10542.41,21,16,643,0,False,True,False,False,False,False,False,False,False,False
12584,782.59,4,36,189,0,False,False,False,False,True,False,False,False,False,False
12585,2040.1,2,143,260,1,False,False,True,False,False,False,False,False,False,False
12586,1865.73,3,284,632,0,False,False,False,False,True,False,False,False,False,False
12588,743.88,3,308,507,0,False,False,False,False,True,False,False,False,False,False
12589,4180.48,7,54,599,0,False,True,False,False,False,False,False,False,False,False
12590,9864.26,2,120,120,1,False,False,True,False,False,False,False,False,False,False
12591,1338.95,3,226,318,1,False,False,False,False,True,False,False,False,False,False
12592,2582.66,5,1,428,1,False,False,True,False,False,False,False,False,False,False
12593,418.1,3,18,128,1,False,True,False,False,False,False,False,False,False,False
12594,4281.79,13,30,555,0,False,False,False,False,True,False,False,False,False,False
12595,299.02,1,414,414,1,False,False,True,False,False,False,False,False,False,False
12596,269.95,1,151,151,0,False,False,False,False,False,False,True,False,False,False
12597,1428.81,2,92,177,0,False,False,False,False,False,False,True,False,False,False
12598,3095.39,7,71,558,0,False,True,False,False,False,False,False,False,False,False
12599,2121.18,12,36,487,0,False,True,False,False,False,False,False,False,False,False
12600,4304.9400000000005,19,22,641,0,False,False,True,False,False,False,False,False,False,False
12601,681.26,6,99,314,1,False,False,True,False,False,False,False,False,False,False
12604,178.5,1,171,171,0,False,True,False,False,False,False,False,False,False,False
12605,1232.95,4,285,367,1,False,False,True,False,False,False,False,False,False,False
12606,21.0,1,591,591,1,False,False,False,False,False,False,True,False,False,False
12608,415.79,1,314,314,1,False,False,False,False,False,False,False,False,False,True
12609,3109.7400000000002,8,95,628,0,False,False,True,False,False,False,False,False,False,False
12610,1256.25,2,15,35,0,False,False,False,False,True,False,False,False,False,False
12613,4935.51,9,107,634,0,False,False,True,False,False,False,False,False,False,False
12614,315.6,1,187,187,1,False,False,True,False,False,False,False,False,False,False
12615,4084.53,5,77,540,0,False,True,False,False,False,False,False,False,False,False
12616,1131.1,3,4,298,1,False,True,False,False,False,False,False,False,False,False
12619,2227.6,6,25,469,0,False,False,True,False,False,False,False,False,False,False
12620,561.66,1,114,114,0,False,True,False,False,False,False,False,False,False,False
12621,20816.57,30,9,578,0,False,False,True,False,False,False,False,False,False,False
12622,180.1,1,141,141,1,False,False,True,False,False,False,False,False,False,False
12623,3747.84,7,185,606,1,False,False,True,False,False,False,False,False,False,False
12624,641.13,2,15,87,1,False,True,False,False,False,False,False,False,False,False
12625,5164.88,4,121,506,1,False,False,True,False,False,False,False,False,False,False
12626,4774.0,6,22,236,0,False,False,True,False,False,False,False,False,False,False
12627,2727.83,5,5,49,0,False,False,True,False,False,False,False,False,False,False
12629,1558.22,2,295,332,1,False,False,False,False,False,False,False,True,False,False
12631,2841.07,5,365,602,0,False,False,False,False,True,False,False,False,False,False
12632,804.88,2,430,474,1,False,False,True,False,False,False,False,False,False,False
12633,5462.93,6,39,435,0,False,False,True,False,False,False,False,False,False,False
12634,490.0,2,445,457,1,False,False,False,False,True,False,False,False,False,False
12635,1924.8700000000001,3,64,366,0,False,False,True,False,False,False,False,False,False,False
12636,141.0,1,648,648,1,False,False,False,False,True,False,False,False,False,False
12637,7939.81,11,1,452,0,False,True,False,False,False,False,False,False,False,False
12638,249.8,1,549,549,0,False,False,False,False,False,False,False,True,False,False
12639,1312.3700000000001,3,148,537,1,False,False,False,False,False,False,False,True,False,False
12641,185.9,1,24,24,1,False,False,False,False,False,False,False,True,False,False
12642,366.45,1,17,17,0,False,False,True,False,False,False,False,False,False,False
12643,8304.82,12,37,520,1,False,True,False,False,False,False,False,False,False,False
12644,1918.49,4,39,603,1,False,False,True,False,False,False,False,False,False,False
12645,3074.98,7,19,578,0,False,False,True,False,False,False,False,False,False,False
12647,16119.44,33,35,604,0,False,False,True,False,False,False,False,False,False,False
12648,1112.0,4,64,610,1,False,False,True,False,False,False,False,False,False,False
12649,2294.65,8,16,605,1,False,False,True,False,False,False,False,False,False,False
12651,377.75,4,244,374,1,False,True,False,False,False,False,False,False,False,False
12652,1017.0300000000001,2,240,343,1,False,True,False,False,False,False,False,False,False,False
12653,4160.83,3,58,436,1,False,False,False,False,True,False,False,False,False,False
12654,337.75,3,107,204,0,False,False,True,False,False,False,False,False,False,False
12655,261.35,1,333,333,1,False,True,False,False,False,False,False,False,False,False
12656,5177.33,6,25,472,0,False,True,False,False,False,False,False,False,False,False
12661,162.0,1,345,345,1,False,False,False,False,False,False,False,True,False,False
12662,5530.42,16,16,527,0,False,False,True,False,False,False,False,False,False,False
12663,239.4,2,534,577,1,False,False,True,False,False,False,False,False,False,False
12664,3145.64,5,53,636,0,False,False,False,False,True,False,False,False,False,False
12665,313.6,3,234,578,1,False,False,True,False,False,False,False,False,False,False
12666,1248.42,1,303,303,1,False,False,False,False,True,False,False,False,False,False
12668,10500.35,9,168,586,0,False,False,True,False,False,False,False,False,False,False
12669,2744.0299999999997,3,60,166,1,False,True,False,False,False,False,False,False,False,False
12670,2398.71,5,8,576,0,False,True,False,False,False,False,False,False,False,False
12671,2622.481,1,515,515,1,False,False,True,False,False,False,False,False,False,False
12672,437.05,2,239,505,1,False,True,False,False,False,False,False,False,False,False
12673,840.4,2,236,311,0,False,False,True,False,False,False,False,False,False,False
12674,1402.0,3,1,117,0,False,True,False,False,False,False,False,False,False,False
12675,957.25,2,463,487,1,False,False,False,False,True,False,False,False,False,False
12676,2509.75,9,33,392,0,False,False,False,False,False,False,False,True,False,False
12677,395.1,2,464,575,1,False,True,False,False,False,False,False,False,False,False
12678,24934.98,18,10,610,0,False,True,False,False,False,False,False,False,False,False
12679,906.38,2,115,193,0,False,True,False,False,False,False,False,False,False,False
12680,311.78,1,22,22,0,False,True,False,False,False,False,False,False,False,False
12681,25913.8,38,61,635,0,False,True,False,False,False,False,False,False,False,False
12682,18890.32,41,10,648,0,False,True,False,False,False,False,False,False,False,False
12683,9779.32,18,2,635,0,False,True,False,False,False,False,False,False,False,False
12684,1379.48,4,80,122,0,False,True,False,False,False,False,False,False,False,False
12685,1606.42,2,2,3,0,False,True,False,False,False,False,False,False,False,False
12686,89.14,1,281,281,1,False,True,False,False,False,False,False,False,False,False
12687,2138.91,2,390,390,1,False,False,False,False,False,False,False,True,False,False
12688,4873.81,1,23,23,1,False,False,False,False,True,False,False,False,False,False
12689,511.03000000000003,1,37,37,0,False,True,False,False,False,False,False,False,False,False
12690,389.01,1,115,115,1,False,True,False,False,False,False,False,False,False,False
12691,690.9,5,54,330,0,False,True,False,False,False,False,False,False,False,False
12692,110.95,1,546,546,1,False,True,False,False,False,False,False,False,False,False
12693,1703.02,7,36,431,1,False,False,True,False,False,False,False,False,False,False
12694,1413.18,2,92,330,0,False,True,False,False,False,False,False,False,False,False
12695,1158.92,5,16,574,0,False,True,False,False,False,False,False,False,False,False
12696,851.91,2,344,418,1,False,False,False,False,True,False,False,False,False,False
12697,733.91,2,40,78,0,False,False,False,False,False,False,False,True,False,False
12698,339.75,1,499,499,1,False,False,True,False,False,False,False,False,False,False
12699,638.11,1,327,327,1,False,False,True,False,False,False,False,False,False,False
12700,2149.05,2,65,124,0,False,True,False,False,False,False,False,False,False,False
12701,1985.78,5,151,542,0,False,False,True,False,False,False,False,False,False,False
12703,722.98,3,542,594,0,False,False,True,False,False,False,False,False,False,False
12704,1100.92,3,15,79,0,False,False,False,False,True,False,False,False,False,False
12705,9056.33,9,67,443,0,False,False,True,False,False,False,False,False,False,False
12707,603.42,1,201,201,1,False,True,False,False,False,False,False,False,False,False
12708,4436.52,15,11,631,0,False,False,True,False,False,False,False,False,False,False
12709,27786.03,30,5,639,0,False,False,True,False,False,False,False,False,False,False
12710,1149.02,3,6,110,1,False,False,True,False,False,False,False,False,False,False
12711,1339.05,2,521,586,1,False,False,True,False,False,False,False,False,False,False
12712,6239.9800000000005,19,16,640,0,False,False,True,False,False,False,False,False,False,False
12714,12774.55,11,16,645,0,False,True,False,False,False,False,False,False,False,False
12715,343.36,1,15,15,1,False,False,False,False,False,False,False,True,False,False
12716,677.9,1,42,42,0,False,True,False,False,False,False,False,False,False,False
12717,1308.91,3,60,499,1,False,False,False,False,True,False,False,False,False,False
12720,5695.39,22,3,416,0,False,False,True,False,False,False,False,False,False,False
12721,3055.86,6,92,381,0,False,True,False,False,False,False,False,False,False,False
12722,929.65,3,24,60,0,False,True,False,False,False,False,False,False,False,False
12724,1566.47,5,82,444,0,False,True,False,False,False,False,False,False,False,False
12725,2266.76,4,280,493,1,False,False,False,False,True,False,False,False,False,False
12726,2872.8199999999997,9,94,533,0,False,True,False,False,False,False,False,False,False,False
12727,5036.53,9,4,564,0,False,True,False,False,False,False,False,False,False,False
12728,851.15,4,166,293,0,False,True,False,False,False,False,False,False,False,False
12729,453.01,1,23,23,1,False,True,False,False,False,False,False,False,False,False
12730,829.25,1,431,431,1,False,False,True,False,False,False,False,False,False,False
12731,18204.05,13,53,557,0,False,True,False,False,False,False,False,False,False,False
12732,236.26000000000002,1,89,89,1,False,True,False,False,False,False,False,False,False,False
12733,2424.87,4,143,598,1,False,False,False,False,True,False,False,False,False,False
12734,639.65,3,262,301,1,False,True,False,False,False,False,False,False,False,False
12735,779.5699999999999,2,224,246,1,False,True,False,False,False,False,False,False,False,False
12736,234.0,1,242,242,1,False,True,False,False,False,False,False,False,False,False
12737,3710.5,2,408,408,1,False,True,False,False,False,False,False,False,False,False
12738,155.35,1,281,281,1,False,False,True,False,False,False,False,False,False,False
12739,2689.23,3,8,303,0,False,False,False,False,True,False,False,False,False,False
12741,406.07,2,438,442,1,False,False,False,False,True,False,False,False,False,False
12742,1201.52,1,535,535,1,False,False,False,False,True,False,False,False,False,False
12743,540.13,2,43,43,1,False,False,False,False,True,False,False,False,False,False
12744,18249.74,9,54,500,0,False,False,False,False,True,False,False,False,False,False
12745,925.41,3,396,591,1,False,False,False,False,False,False,False,False,False,True
12746,254.55,1,450,450,1,False,False,False,False,False,False,False,False,False,True
12747,7471.87,23,19,641,0,False,False,False,False,False,False,False,False,False,True
12748,34359.66,259,0,644,0,False,False,False,False,False,False,False,False,False,True
12749,5561.71,7,40,430,0,False,False,False,False,False,False,False,False,False,True
12750,275.88,1,38,38,1,False,False,False,False,True,False,False,False,False,False
12751,268.27,1,354,354,1,False,False,False,False,True,False,False,False,False,False
12753,16620.91,5,45,272,0,False,False,False,False,True,False,False,False,False,False
12754,3010.74,3,145,218,1,False,False,False,False,True,False,False,False,False,False
12755,5236.26,11,190,603,1,False,False,False,False,True,False,False,False,False,False
12757,5281.08,7,52,120,0,False,False,False,False,False,True,False,False,False,False
12758,9903.24,7,26,647,1,False,False,False,False,False,True,False,False,False,False
12759,4571.82,7,81,645,0,False,False,False,True,False,False,False,False,False,False
12760,347.8,1,365,365,1,False,False,False,True,False,False,False,False,False,False
12761,782.95,2,367,374,1,False,False,False,True,False,False,False,False,False,False
12763,494.08,2,47,278,1,False,False,False,False,True,False,False,False,False,False
12764,1693.88,1,226,226,1,False,False,False,False,True,False,False,False,False,False
12765,1404.58,6,381,551,1,False,False,False,True,False,False,False,False,False,False
12766,6881.55,7,58,317,0,False,False,False,False,False,True,False,False,False,False
12767,949.82,1,285,285,1,False,False,False,False,True,False,False,False,False,False
12768,168.69,1,360,360,1,False,False,False,False,True,False,False,False,False,False
12769,1143.6,1,148,148,1,False,False,False,False,True,False,False,False,False,False
12770,3246.45,2,120,366,1,False,False,False,False,True,False,False,False,False,False
12771,282.3,1,395,395,1,False,False,False,False,False,True,False,False,False,False
12773,124.25,1,473,473,1,False,False,False,False,False,True,False,False,False,False
12774,98.7,1,445,445,1,False,False,False,True,False,False,False,False,False,False
12775,1464.76,6,99,318,0,False,False,False,True,False,False,False,False,False,False
12776,55.5,1,577,577,1,False,False,False,False,False,True,False,False,False,False
12777,519.45,1,367,367,1,False,False,False,False,False,False,False,False,False,True
12778,1445.51,7,92,512,0,False,False,False,True,False,False,False,False,False,False
12779,5492.16,13,99,646,0,False,False,False,False,True,False,False,False,False,False
12780,337.4,1,508,508,1,False,False,False,True,False,False,False,False,False,False
12781,549.26,1,194,194,0,False,False,False,False,True,False,False,False,False,False
12782,4365.99,10,59,428,0,False,False,False,False,False,True,False,False,False,False
12784,1230.33,1,438,438,0,False,False,False,False,False,True,False,False,False,False
12785,1100.4,3,273,640,1,False,False,False,False,False,True,False,False,False,False
12786,728.5000000000001,1,519,519,1,False,False,False,True,False,False,False,False,False,False
12787,743.1800000000001,3,1,322,0,False,False,False,True,False,False,False,False,False,False
